Rok;Imię;Liczba;Płeć
2013;KORNEL;455;M
2013;CEZARY;447;M
2013;BRUNO;446;M
2013;MAREK;423;M
2013;EMIL;402;M
2013;OLIVER;382;M
2013;GRACJAN;367;M
2013;BRAJAN;360;M
2013;ALEKS;350;M
2013;WITOLD;319;M
2013;JERZY;317;M
2013;TADEUSZ;314;M
2013;ARKADIUSZ;305;M
2013;NORBERT;290;M
2013;ANDRZEJ;286;M
2013;MILAN;286;M
2013;DORIAN;277;M
2013;JACEK;269;M
2013;SEWERYN;252;M
2013;DAVID;249;M
2013;JULIUSZ;236;M
2013;MIESZKO;225;M
2013;STEFAN;222;M
2013;IWO;219;M
2013;CYPRIAN;217;M
2013;OSCAR;201;M
2013;JĘDRZEJ;199;M
2013;ALBERT;198;M
2013;RYSZARD;197;M
2013;JÓZEF;191;M
2013;SAMUEL;189;M
2013;LEONARD;185;M
2013;MAXIMILIAN;185;M
2013;JEREMI;178;M
2013;GUSTAW;172;M
2013;KONSTANTY;170;M
2013;DARIUSZ;168;M
2013;FELIKS;157;M
2013;NATHAN;155;M
2013;KEVIN;146;M
2013;HENRYK;145;M
2013;KAZIMIERZ;139;M
2013;XAVIER;139;M
2013;MARIUSZ;128;M
2013;LEO;123;M
2013;VICTOR;122;M
2013;NICOLAS;118;M
2013;REMIGIUSZ;115;M
2013;KSAWIER;112;M
2013;HUGO;109;M
2013;MAKSYM;107;M
2013;LUDWIK;104;M
2013;TYTUS;100;M
2013;MAX;99;M
2013;JEREMIASZ;96;M
2013;KORDIAN;93;M
2013;FLORIAN;92;M
2013;OLIWER;90;M
2013;ERNEST;88;M
2013;JACOB;88;M
2013;MAURYCY;85;M
2013;BENJAMIN;84;M
2013;SYLWESTER;84;M
2013;ALEKSY;81;M
2013;KORNELIUSZ;81;M
2013;WŁADYSŁAW;80;M
2013;FRYDERYK;79;M
2013;OLGIERD;78;M
2013;BENIAMIN;74;M
2013;MARTIN;73;M
2013;MAKS;71;M
2013;BRAYAN;70;M
2013;MARCELI;70;M
2013;SŁAWOMIR;70;M
2013;MICHAEL;67;M
2013;JAROSŁAW;66;M
2013;TEODOR;65;M
2013;NIKOLAS;64;M
2013;ANTHONY;63;M
2013;VIKTOR;63;M
2013;VINCENT;62;M
2013;LUCJAN;61;M
2013;DENIS;60;M
2013;PATRICK;59;M
2013;ROMAN;59;M
2013;SERGIUSZ;59;M
2013;OKTAWIAN;58;M
2013;JONATAN;57;M
2013;BRIAN;56;M
2013;JANUSZ;56;M
2013;JOACHIM;55;M
2013;EMILIAN;54;M
2013;EDWARD;53;M
2013;ARON;52;M
2013;AARON;51;M
2013;KEWIN;51;M
2013;THOMAS;51;M
2013;NATHANIEL;50;M
2013;SZCZEPAN;49;M
2013;KOSMA;47;M
2013;PHILIP;47;M
2013;SIMON;47;M
2013;BRYAN;46;M
2013;KASPER;46;M
2013;MIRON;45;M
2013;ZBIGNIEW;45;M
2013;JONASZ;44;M
2013;KRYSPIN;44;M
2013;MIROSŁAW;44;M
2013;KASJAN;43;M
2013;AMADEUSZ;42;M
2013;COLIN;42;M
2013;BOLESŁAW;41;M
2013;BRUNON;41;M
2013;DOMINIC;39;M
2013;BERNARD;38;M
2013;OLEG;38;M
2013;NICHOLAS;37;M
2013;ALLAN;35;M
2013;CASPER;34;M
2013;ERIK;34;M
2013;KLAUDIUSZ;34;M
2013;ANTONIO;33;M
2013;EMANUEL;33;M
2013;MAXYMILIAN;33;M
2013;BARTEK;32;M
2013;JAKOB;32;M
2013;LUCAS;32;M
2013;LEONARDO;31;M
2013;RYAN;31;M
2013;ROCH;30;M
2013;FRANK;29;M
2013;IVO;29;M
2013;MATTHEW;29;M
2013;PASCAL;29;M
2013;WILLIAM;29;M
2013;FELIX;28;M
2013;DIEGO;27;M
2013;JUSTIN;27;M
2013;LESZEK;27;M
2013;LUKAS;27;M
2013;ZACHARY;27;M
2013;GNIEWOMIR;26;M
2013;KASPIAN;26;M
2013;BRONISŁAW;25;M
2013;ELIASZ;25;M
2013;LEOPOLD;25;M
2013;ZIEMOWIT;25;M
2013;ETHAN;24;M
2013;KLEMENS;24;M
2013;NOAH;24;M
2013;XAWERY;24;M
2013;CHRISTOPHER;23;M
2013;ERIC;23;M
2013;ERWIN;23;M
2013;GNIEWKO;23;M
2013;HENRY;23;M
2013;IRENEUSZ;23;M
2013;KAI;23;M
2013;KARIM;23;M
2013;WINCENTY;23;M
2013;AMIR;22;M
2013;FRANEK;22;M
2013;TRISTAN;22;M
2013;JACK;21;M
2013;KRISTIAN;21;M
2013;RAFAEL;21;M
2013;RAYAN;21;M
2013;BASTIAN;20;M
2013;FRANCESCO;20;M
2013;JOSHUA;20;M
2013;LIAM;20;M
2013;ARTHUR;19;M
2013;CHRISTIAN;19;M
2013;GERARD;19;M
2013;IAN;19;M
2013;JAMES;19;M
2013;JONATHAN;19;M
2013;LOUIS;19;M
2013;MARCO;19;M
2013;MARK;19;M
2013;ARIEL;18;M
2013;BOGUMIŁ;18;M
2013;BOGUSŁAW;18;M
2013;CZESŁAW;18;M
2013;JOHN;18;M
2013;MANUEL;18;M
2013;BORIS;17;M
2013;IWAN;17;M
2013;LUCA;17;M
2013;PHILLIP;17;M
2013;SAMBOR;17;M
2013;THEO;17;M
2013;DYLAN;16;M
2013;GNIEWOSZ;16;M
2013;IVAN;16;M
2013;MATTEO;16;M
2013;MICHAL;16;M
2013;ALESSANDRO;15;M
2013;JASON;15;M
2013;MAKARY;15;M
2013;MARCUS;15;M
2013;TOBIAS;15;M
2013;BENEDYKT;14;M
2013;BOGDAN;14;M
2013;BRAIAN;14;M
2013;WIT;14;M
2013;ZYGMUNT;14;M
2013;ALI;13;M
2013;ANTON;13;M
2013;CYRYL;13;M
2013;JOEL;13;M
2013;MARIAN;13;M
2013;MAXIM;13;M
2013;PAUL;13;M
2013;PHILIPP;13;M
2013;WINCENT;13;M
2013;WŁODZIMIERZ;13;M
2013;ANTONY;12;M
2013;ARMIN;12;M
2013;DMYTRO;12;M
2013;FABIO;12;M
2013;JORDAN;12;M
2013;LUIS;12;M
2013;MARKUS;12;M
2013;NICODEM;12;M
2013;OLEKSANDR;12;M
2013;ROBIN;12;M
2013;TIMOTHY;12;M
2013;WALDEMAR;12;M
2013;HEKTOR;11;M
2013;IBRAHIM;11;M
2013;JAREMA;11;M
2013;MATTIA;11;M
2013;MIKE;11;M
2013;NIKO;11;M
2013;NOE;11;M
2013;PETER;11;M
2013;SANTIAGO;11;M
2013;SEAN;11;M
2013;ALEXANDRE;10;M
2013;AXEL;10;M
2013;CARLOS;10;M
2013;DENIZ;10;M
2013;EUGENIUSZ;10;M
2013;HIERONIM;10;M
2013;JEREMY;10;M
2013;KAJ;10;M
2013;KRZESIMIR;10;M
2013;LOGAN;10;M
2013;LUKA;10;M
2013;NATANAEL;10;M
2013;NOEL;10;M
2013;OMAR;10;M
2013;OREST;10;M
2013;TOMAS;10;M
2013;VLADYSLAV;10;M
2013;CRISTIAN;9;M
2013;EDMUND;9;M
2013;ELIAS;9;M
2013;GUSTAV;9;M
2013;MATTHIAS;9;M
2013;RICCARDO;9;M
2013;RUBEN;9;M
2013;SAMIR;9;M
2013;TEO;9;M
2013;THIAGO;9;M
2013;TYCJAN;9;M
2013;YAN;9;M
2013;AIDEN;8;M
2013;ANDREA;8;M
2013;ANGELO;8;M
2013;ARIAN;8;M
2013;ARTEM;8;M
2013;AUGUST;8;M
2013;BRANDON;8;M
2013;DENNIS;8;M
2013;EMIR;8;M
2013;JASPER;8;M
2013;JOSEPH;8;M
2013;LEW;8;M
2013;LORENZO;8;M
2013;MARIO;8;M
2013;MATVII;8;M
2013;MOHAMED;8;M
2013;MUHAMMAD;8;M
2013;NAZAR;8;M
2013;NIKITA;8;M
2013;PATRIK;8;M
2013;PHILIPPE;8;M
2013;SERAFIN;8;M
2013;TEOFIL;8;M
2013;TIM;8;M
2013;AHMED;7;M
2013;ALEK;7;M
2013;ANTOINE;7;M
2013;AUGUSTYN;7;M
2013;DENYS;7;M
2013;EDGAR;7;M
2013;EMMANUEL;7;M
2013;FRANCIS;7;M
2013;GASPAR;7;M
2013;GORDIAN;7;M
2013;IZAAK;7;M
2013;JONAS;7;M
2013;LÉO;7;M
2013;LUKE;7;M
2013;MARKO;7;M
2013;MAXIME;7;M
2013;MAXIMILLIAN;7;M
2013;MILO;7;M
2013;RODRIGO;7;M
2013;SAJMON;7;M
2013;SASZA;7;M
2013;STEVEN;7;M
2013;THEODOR;7;M
2013;TOMMY;7;M
2013;VOLODYMYR;7;M
2013;WILHELM;7;M
2013;WOJTEK;7;M
2013;YASIN;7;M
2013;YOUSSEF;7;M
2013;ZENON;7;M
2013;ALWIN;6;M
2013;AMIN;6;M
2013;ANDREAS;6;M
2013;ARYAN;6;M
2013;BEN;6;M
2013;DACJAN;6;M
2013;DASTIN;6;M
2013;DAVYD;6;M
2013;DYMITR;6;M
2013;ELIAN;6;M
2013;ELIGIUSZ;6;M
2013;FABIEN;6;M
2013;FRANKIE;6;M
2013;GIA BAO;6;M
2013;ILLIA;6;M
2013;KILIAN;6;M
2013;KONSTANTIN;6;M
2013;LUBOMIR;6;M
2013;MACIEK;6;M
2013;MAKSIM;6;M
2013;MATEO;6;M
2013;MIGUEL;6;M
2013;NICO;6;M
2013;NOLAN;6;M
2013;RADZIMIR;6;M
2013;RAYYAN;6;M
2013;RICHARD;6;M
2013;ROGER;6;M
2013;ROLAND;6;M
2013;SAMUELE;6;M
2013;STANISLAW;6;M
2013;STANLEY;6;M
2013;VALENTINO;6;M
2013;YAKUP;6;M
2013;ZDZISŁAW;6;M
2013;AHMAD;5;M
2013;ANATOL;5;M
2013;ANDREW;5;M
2013;ARSEN;5;M
2013;BRUCE;5;M
2013;CASPIAN;5;M
2013;CHARLIE;5;M
2013;COLLIN;5;M
2013;DANTE;5;M
2013;DANYLO;5;M
2013;DAVIDE;5;M
2013;DIONIZY;5;M
2013;EDWIN;5;M
2013;EVAN;5;M
2013;FEDERICO;5;M
2013;GEORGE;5;M
2013;GIOVANNI;5;M
2013;GUY;5;M
2013;HERBERT;5;M
2013;ILAN;5;M
2013;ISMAEL;5;M
2013;JAMIE;5;M
2013;JAROMIR;5;M
2013;LARS;5;M
2013;LEV;5;M
2013;MATT;5;M
2013;MAXIMUS;5;M
2013;MIECZYSŁAW;5;M
2013;MIKOLAJ;5;M
2013;MYKHAYLO;5;M
2013;MYKYTA;5;M
2013;NIKLAS;5;M
2013;RAJAN;5;M
2013;SAMI;5;M
2013;SANTINO;5;M
2013;SIMONE;5;M
2013;STANISLAV;5;M
2013;THEODORE;5;M
2013;TIAGO;5;M
2013;TOM;5;M
2013;TONY;5;M
2013;TYBERIUSZ;5;M
2013;TYMOFII;5;M
2013;WADIM;5;M
2013;WALTER;5;M
2013;YAKUB;5;M
2013;ZACHARIASZ;5;M
2013;LENA;11411;K
2013;JULIA;11242;K
2013;ZUZANNA;9660;K
2013;MAJA;9298;K
2013;ZOFIA;6689;K
2013;AMELIA;6454;K
2013;HANNA;6252;K
2013;ALEKSANDRA;6007;K
2013;WIKTORIA;5987;K
2013;NATALIA;5564;K
2013;OLIWIA;5462;K
2013;ALICJA;4863;K
2013;NIKOLA;4253;K
2013;MARIA;3920;K
2013;EMILIA;3781;K
2013;ANNA;3719;K
2013;NADIA;3206;K
2013;GABRIELA;3053;K
2013;MARTYNA;2965;K
2013;ANTONINA;2887;K
2013;MILENA;2744;K
2013;LAURA;2499;K
2013;MAGDALENA;2493;K
2013;WERONIKA;2286;K
2013;KAROLINA;2222;K
2013;POLA;2086;K
2013;AGATA;1889;K
2013;KORNELIA;1888;K
2013;LILIANA;1805;K
2013;IGA;1512;K
2013;NINA;1500;K
2013;MICHALINA;1457;K
2013;PAULINA;1455;K
2013;PATRYCJA;1440;K
2013;KINGA;1435;K
2013;JAGODA;1337;K
2013;MARTA;1335;K
2013;KATARZYNA;1237;K
2013;JOANNA;1224;K
2013;HELENA;1201;K
2013;MAŁGORZATA;1189;K
2013;KLAUDIA;1178;K
2013;BARBARA;1078;K
2013;KAJA;1068;K
2013;DOMINIKA;1048;K
2013;BLANKA;1026;K
2013;MARCELINA;999;K
2013;IZABELA;946;K
2013;EWA;841;K
2013;ŁUCJA;807;K
2013;SARA;746;K
2013;DARIA;715;K
2013;KAMILA;708;K
2013;ANASTAZJA;692;K
2013;SANDRA;666;K
2013;KALINA;651;K
2013;KLARA;640;K
2013;OLGA;639;K
2013;MALWINA;586;K
2013;MATYLDA;568;K
2013;ROKSANA;565;K
2013;NATASZA;561;K
2013;ELIZA;538;K
2013;LILIANNA;536;K
2013;OLIVIA;527;K
2013;URSZULA;520;K
2013;NICOLA;492;K
2013;JUSTYNA;467;K
2013;ANIELA;465;K
2013;ADRIANNA;454;K
2013;LIDIA;433;K
2013;NELA;430;K
2013;DOROTA;417;K
2013;MARIKA;412;K
2013;RÓŻA;406;K
2013;VICTORIA;396;K
2013;VANESSA;386;K
2013;KARINA;385;K
2013;LIWIA;383;K
2013;MONIKA;371;K
2013;AGNIESZKA;360;K
2013;MARIANNA;329;K
2013;ROZALIA;328;K
2013;MARLENA;297;K
2013;AURELIA;283;K
2013;INGA;274;K
2013;MAYA;273;K
2013;BIANKA;267;K
2013;ADA;259;K
2013;EWELINA;240;K
2013;JULITA;237;K
2013;DAGMARA;231;K
2013;MIA;230;K
2013;JESSICA;226;K
2013;NICOLE;220;K
2013;ANITA;211;K
2013;ELENA;210;K
2013;SONIA;206;K
2013;DIANA;197;K
2013;EMMA;179;K
2013;SYLWIA;171;K
2013;SOFIA;166;K
2013;ELŻBIETA;161;K
2013;JUDYTA;158;K
2013;JULIANNA;158;K
2013;ANGELIKA;153;K
2013;TATIANA;145;K
2013;MAGDA;138;K
2013;MELANIA;138;K
2013;APOLONIA;131;K
2013;JOWITA;131;K
2013;VIKTORIA;128;K
2013;SOPHIE;125;K
2013;GAJA;119;K
2013;KRYSTYNA;119;K
2013;IZABELLA;116;K
2013;ZOJA;116;K
2013;RITA;115;K
2013;ALINA;114;K
2013;AMANDA;113;K
2013;KONSTANCJA;112;K
2013;SABINA;112;K
2013;IDA;110;K
2013;LUIZA;110;K
2013;PAULA;109;K
2013;MARCELA;107;K
2013;ANETA;105;K
2013;NEL;105;K
2013;ANTONIA;104;K
2013;LILIA;103;K
2013;ESTERA;100;K
2013;NOEMI;100;K
2013;ALEXANDRA;98;K
2013;FAUSTYNA;98;K
2013;JADWIGA;96;K
2013;TOLA;96;K
2013;EMILY;95;K
2013;OTYLIA;95;K
2013;BEATA;94;K
2013;MILA;91;K
2013;JANINA;89;K
2013;SAMANTA;88;K
2013;STEFANIA;88;K
2013;TAMARA;88;K
2013;WANESSA;88;K
2013;ADELA;87;K
2013;INES;87;K
2013;CELINA;86;K
2013;WANDA;80;K
2013;EDYTA;79;K
2013;LEA;79;K
2013;TERESA;78;K
2013;INEZ;75;K
2013;SOPHIA;72;K
2013;JAGNA;70;K
2013;ANDŻELIKA;68;K
2013;JAŚMINA;66;K
2013;LILA;65;K
2013;HANNAH;64;K
2013;LIVIA;61;K
2013;ADRIANA;60;K
2013;DANUTA;59;K
2013;HANA;56;K
2013;MICHELLE;56;K
2013;ILONA;54;K
2013;GABRIELLA;53;K
2013;LILLY;53;K
2013;OKTAWIA;53;K
2013;STELLA;52;K
2013;SARAH;51;K
2013;KAYA;49;K
2013;ALICE;47;K
2013;CLAUDIA;47;K
2013;OLA;46;K
2013;OLIMPIA;46;K
2013;WIOLETTA;46;K
2013;ALICIA;45;K
2013;IRENA;45;K
2013;MAJKA;45;K
2013;NELLY;45;K
2013;IWONA;44;K
2013;KSENIA;43;K
2013;HONORATA;42;K
2013;LILY;42;K
2013;SELENA;41;K
2013;BIANCA;40;K
2013;ISABELLA;40;K
2013;LUCYNA;39;K
2013;NATALIE;39;K
2013;EVA;38;K
2013;INKA;38;K
2013;LARA;38;K
2013;BERENIKA;37;K
2013;JOLANTA;37;K
2013;MALINA;37;K
2013;ABIGAIL;36;K
2013;GLORIA;36;K
2013;NAOMI;36;K
2013;CARMEN;35;K
2013;FELICJA;35;K
2013;MARZENA;35;K
2013;ANASTASIA;34;K
2013;OKSANA;34;K
2013;FLORENTYNA;31;K
2013;JASMINA;31;K
2013;ANIKA;30;K
2013;CECYLIA;30;K
2013;IRMINA;30;K
2013;KLEMENTYNA;30;K
2013;MARINA;29;K
2013;ŻANETA;29;K
2013;DANIELA;28;K
2013;IDALIA;28;K
2013;LARYSA;28;K
2013;NICOL;28;K
2013;VERONICA;28;K
2013;VERONIKA;28;K
2013;VIVIEN;28;K
2013;VIVIENNE;28;K
2013;DALIA;27;K
2013;JANA;27;K
2013;MAIA;27;K
2013;MIRIAM;27;K
2013;IZA;26;K
2013;LEILA;26;K
2013;LILI;26;K
2013;WANESA;25;K
2013;ALISA;24;K
2013;BOGNA;24;K
2013;DOBRAWA;24;K
2013;GRETA;24;K
2013;HALINA;24;K
2013;MIRA;24;K
2013;NATASHA;24;K
2013;ROXANA;24;K
2013;JASMINE;23;K
2013;LAILA;23;K
2013;LILLA;23;K
2013;ORIANA;23;K
2013;FRANCISZKA;22;K
2013;LAYLA;22;K
2013;LETYCJA;21;K
2013;MELISSA;21;K
2013;MILANA;21;K
2013;ELISA;20;K
2013;MARCJANNA;20;K
2013;MATILDA;20;K
2013;SOFIE;20;K
2013;BOŻENA;19;K
2013;OLENA;19;K
2013;SOFIIA;19;K
2013;ZOE;19;K
2013;ARIANA;18;K
2013;LEAH;18;K
2013;MARIE;18;K
2013;MARTINA;18;K
2013;MILLA;18;K
2013;NELL;18;K
2013;NELLA;18;K
2013;ANGELINA;17;K
2013;CHLOE;17;K
2013;CLARA;17;K
2013;JENNIFER;17;K
2013;JÓZEFINA;17;K
2013;KIARA;17;K
2013;LISA;17;K
2013;NIKA;17;K
2013;AMY;16;K
2013;EMILIE;16;K
2013;MANUELA;16;K
2013;MARYLA;16;K
2013;FRANCESCA;15;K
2013;LIA;15;K
2013;MELISA;15;K
2013;SUSANNA;15;K
2013;AURORA;14;K
2013;INA;14;K
2013;KASANDRA;14;K
2013;LARISSA;14;K
2013;MARIOLA;14;K
2013;NASTAZJA;14;K
2013;NIKOL;14;K
2013;ARLETA;13;K
2013;CHARLOTTE;13;K
2013;DŻESIKA;13;K
2013;LUCY;13;K
2013;LUKRECJA;13;K
2013;LUNA;13;K
2013;MIKA;13;K
2013;PATRICIA;13;K
2013;POLINA;13;K
2013;VALENTINA;13;K
2013;AMELIE;12;K
2013;ELIANA;12;K
2013;ELIZABETH;12;K
2013;GIULIA;12;K
2013;LINDA;12;K
2013;LUDMIŁA;12;K
2013;MARITA;12;K
2013;NIKOLETTA;12;K
2013;SOFIJA;12;K
2013;ZARA;12;K
2013;AMIRA;11;K
2013;ARIANNA;11;K
2013;BOGUMIŁA;11;K
2013;DOBROSŁAWA;11;K
2013;DONATA;11;K
2013;HALSZKA;11;K
2013;ISMENA;11;K
2013;JASMIN;11;K
2013;KIRA;11;K
2013;LEYLA;11;K
2013;LILLIAN;11;K
2013;LORENA;11;K
2013;MIRELLA;11;K
2013;RENATA;11;K
2013;ROMA;11;K
2013;SABRINA;11;K
2013;SAMANTHA;11;K
2013;SCARLETT;11;K
2013;SIMONA;11;K
2013;SUZANNA;11;K
2013;WIOLETA;11;K
2013;ANATOLA;10;K
2013;ELLA;10;K
2013;ELWIRA;10;K
2013;GABRIELLE;10;K
2013;HELEN;10;K
2013;ISABELLE;10;K
2013;KAREN;10;K
2013;SALMA;10;K
2013;SYNTIA;10;K
2013;YASMIN;10;K
2013;ZLATA;10;K
2013;AISHA;9;K
2013;ALESSANDRA;9;K
2013;AMALIA;9;K
2013;ANDREA;9;K
2013;ANGELA;9;K
2013;BERNADETA;9;K
2013;BLANCA;9;K
2013;BRYGIDA;9;K
2013;DAGNA;9;K
2013;ERYKA;9;K
2013;FATIMA;9;K
2013;GAIA;9;K
2013;GRAŻYNA;9;K
2013;KATE;9;K
2013;MARIIA;9;K
2013;MICHAELA;9;K
2013;NADZIEJA;9;K
2013;REBEKA;9;K
2013;ZOYA;9;K
2013;ALENA;8;K
2013;ALMA;8;K
2013;ANASTASIIA;8;K
2013;ARINA;8;K
2013;DINA;8;K
2013;DOBROCHNA;8;K
2013;HANIA;8;K
2013;JESIKA;8;K
2013;JULIANA;8;K
2013;JULIETTE;8;K
2013;LARISA;8;K
2013;LILIAN;8;K
2013;MARYAM;8;K
2013;MEGAN;8;K
2013;MIRANDA;8;K
2013;MOLLY;8;K
2013;NADINE;8;K
2013;NATHALIE;8;K
2013;NILA;8;K
2013;ROSE;8;K
2013;SAMIRA;8;K
2013;STANISŁAWA;8;K
2013;WALERIA;8;K
2013;WERA;8;K
2013;YANA;8;K
2013;YASMINE;8;K
2013;ZUZANA;8;K
2013;AGATHA;7;K
2013;ANASTAZIA;7;K
2013;CARLA;7;K
2013;CAROLINA;7;K
2013;CHANEL;7;K
2013;CHIARA;7;K
2013;ELEONORA;7;K
2013;ELIF;7;K
2013;EUNIKA;7;K
2013;FELICIA;7;K
2013;GRACJA;7;K
2013;JESICA;7;K
2013;JULIE;7;K
2013;KARLA;7;K
2013;KIMBERLY;7;K
2013;LANA;7;K
2013;LEONIE;7;K
2013;LUCIA;7;K
2013;LUCJA;7;K
2013;MARGARITA;7;K
2013;MIROSŁAWA;7;K
2013;NELLI;7;K
2013;RAMONA;7;K
2013;REGINA;7;K
2013;SALOMEA;7;K
2013;SUSANNE;7;K
2013;YELYZAVETA;7;K
2013;ADELAJDA;6;K
2013;ALDONA;6;K
2013;ALIYA;6;K
2013;AMÉLIE;6;K
2013;ANA;6;K
2013;ANJA;6;K
2013;ARIADNA;6;K
2013;BALBINA;6;K
2013;BOGUSŁAWA;6;K
2013;CHELSEA;6;K
2013;CORNELIA;6;K
2013;DAJANA;6;K
2013;DANIELLA;6;K
2013;GRACJANA;6;K
2013;HIACYNTA;6;K
2013;ISABEL;6;K
2013;JACQUELINE;6;K
2013;JULIETTA;6;K
2013;KAYLA;6;K
2013;KESJA;6;K
2013;LÉA;6;K
2013;LÉNA;6;K
2013;LILLIANA;6;K
2013;LUDWIKA;6;K
2013;MARIAM;6;K
2013;MARIETTA;6;K
2013;MELANIE;6;K
2013;MIJA;6;K
2013;MONICA;6;K
2013;NADJA;6;K
2013;NASTIA;6;K
2013;NIKITA;6;K
2013;PAMELA;6;K
2013;RACHELA;6;K
2013;RAISA;6;K
2013;SOLOMIIA;6;K
2013;SORAYA;6;K
2013;TIFFANY;6;K
2013;VERA;6;K
2013;VITTORIA;6;K
2013;VIVIAN;6;K
2013;VIVIANA;6;K
2013;WIERA;6;K
2013;WIWIANA;6;K
2013;ZOSIA;6;K
2013;AALIYAH;5;K
2013;ADELINA;5;K
2013;ALESSIA;5;K
2013;ALIYAH;5;K
2013;ANNABELLE;5;K
2013;AVA;5;K
2013;BERNADETTA;5;K
2013;CECILIA;5;K
2013;CYNTHIA;5;K
2013;DEBORA;5;K
2013;DELFINA;5;K
2013;EULALIA;5;K
2013;FABIENNE;5;K
2013;GAYA;5;K
2013;GRACE;5;K
2013;HOLLY;5;K
2013;ISLA;5;K
2013;KATHERINE;5;K
2013;KELLY;5;K
2013;KLAUDYNA;5;K
2013;KORA;5;K
2013;LENKA;5;K
2013;LEOKADIA;5;K
2013;LIGIA;5;K
2013;LUBA;5;K
2013;MARGARET;5;K
2013;MARHARYTA;5;K
2013;MARYSIA;5;K
2013;MATHILDA;5;K
2013;MELODY;5;K
2013;MIŁA;5;K
2013;MIRELA;5;K
2013;NELLIE;5;K
2013;NOELIA;5;K
2013;POLIANA;5;K
2013;RUBY;5;K
2013;SELINA;5;K
2013;SOFIYA;5;K
2013;SUZANNE;5;K
2013;TINA;5;K
2013;VALERIA;5;K
2013;VALERIIA;5;K
2013;VIOLETTA;5;K
2013;VIVIANNA;5;K
2013;YEVA;5;K
2013;YUVAL;5;K
2013;ZYTA;5;K
2013;ŻAKLINA;5;K
2014;JAKUB;10204;M
2014;KACPER;7906;M
2014;ANTONI;7745;M
2014;FILIP;7652;M
2014;JAN;7378;M
2014;SZYMON;6535;M
2014;FRANCISZEK;5487;M
2014;ALEKSANDER;5296;M
2014;MICHAŁ;5283;M
2014;WOJCIECH;5260;M
2014;ADAM;5236;M
2014;MIKOŁAJ;5197;M
2014;PIOTR;4392;M
2014;MATEUSZ;4261;M
2014;MARCEL;4179;M
2014;BARTOSZ;4162;M
2014;IGOR;4119;M
2014;WIKTOR;4054;M
2014;DAWID;3282;M
2014;ALAN;3091;M
2014;STANISŁAW;2983;M
2014;MAKSYMILIAN;2966;M
2014;OSKAR;2886;M
2014;MIŁOSZ;2876;M
2014;KAROL;2851;M
2014;OLIWIER;2770;M
2014;MACIEJ;2671;M
2014;TOMASZ;2565;M
2014;DOMINIK;2550;M
2014;NIKODEM;2546;M
2014;LEON;2366;M
2014;KRZYSZTOF;2295;M
2014;PAWEŁ;2233;M
2014;NATAN;2131;M
2014;HUBERT;2108;M
2014;FABIAN;2060;M
2014;KAMIL;2013;M
2014;PATRYK;1882;M
2014;JULIAN;1779;M
2014;BARTŁOMIEJ;1712;M
2014;TYMON;1685;M
2014;GABRIEL;1645;M
2014;TYMOTEUSZ;1638;M
2014;SEBASTIAN;1615;M
2014;KSAWERY;1528;M
2014;IGNACY;1488;M
2014;ADRIAN;1258;M
2014;KRYSTIAN;1228;M
2014;ŁUKASZ;988;M
2014;MARCIN;960;M
2014;BŁAŻEJ;958;M
2014;DANIEL;955;M
2014;KAJETAN;930;M
2014;BORYS;872;M
2014;ARTUR;847;M
2014;ERYK;793;M
2014;DAMIAN;792;M
2014;KUBA;760;M
2014;GRZEGORZ;751;M
2014;OLAF;727;M
2014;KONRAD;672;M
2014;RAFAŁ;655;M
2014;OLIVIER;632;M
2014;NATANIEL;610;M
2014;PRZEMYSŁAW;606;M
2014;BRUNO;559;M
2014;ALEX;558;M
2014;TOBIASZ;542;M
2014;RADOSŁAW;537;M
2014;ALEXANDER;524;M
2014;CEZARY;496;M
2014;ROBERT;462;M
2014;EMIL;456;M
2014;MAREK;424;M
2014;WITOLD;406;M
2014;ALEKS;402;M
2014;KORNEL;401;M
2014;GRACJAN;386;M
2014;JERZY;376;M
2014;TADEUSZ;376;M
2014;OLIVER;364;M
2014;MILAN;322;M
2014;ANDRZEJ;321;M
2014;ARKADIUSZ;295;M
2014;DORIAN;287;M
2014;STEFAN;270;M
2014;MIESZKO;268;M
2014;LEONARD;265;M
2014;NORBERT;261;M
2014;BRAJAN;258;M
2014;JACEK;253;M
2014;IWO;252;M
2014;GUSTAW;245;M
2014;SEWERYN;234;M
2014;KONSTANTY;232;M
2014;DAVID;227;M
2014;RYSZARD;221;M
2014;JULIUSZ;219;M
2014;SAMUEL;219;M
2014;MAXIMILIAN;217;M
2014;OSCAR;215;M
2014;KAZIMIERZ;205;M
2014;NATHAN;205;M
2014;JÓZEF;201;M
2014;CYPRIAN;182;M
2014;JĘDRZEJ;179;M
2014;JEREMI;176;M
2014;HENRYK;170;M
2014;ERNEST;167;M
2014;ALBERT;164;M
2014;MARIUSZ;156;M
2014;FELIKS;153;M
2014;DARIUSZ;141;M
2014;REMIGIUSZ;139;M
2014;LEO;138;M
2014;MAKSYM;136;M
2014;VICTOR;128;M
2014;LUDWIK;127;M
2014;KEVIN;126;M
2014;XAVIER;121;M
2014;FLORIAN;116;M
2014;HUGO;116;M
2014;KORDIAN;114;M
2014;KSAWIER;110;M
2014;TEODOR;108;M
2014;MAX;105;M
2014;ALEKSY;104;M
2014;JEREMIASZ;100;M
2014;MAURYCY;100;M
2014;FRYDERYK;99;M
2014;JACOB;96;M
2014;TYTUS;96;M
2014;MARTIN;94;M
